Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,West Bank and Gaza,31.9522,35.2332,5/23/2020,423,3,348,72,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/23/2020,1114,6,42,1066,Africa
,Mali,17.570692,-3.996166,5/23/2020,1015,63,574,378,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/23/2020,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/23/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/23/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/23/2020,1025,29,782,214,Europe
,Burma,21.9162,95.956,5/23/2020,201,6,120,75,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/23/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/23/2020,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/23/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/23/2020,30,1,19,10,Africa
,Burundi,-3.3731,29.9189,5/23/2020,42,1,20,21,Africa
,Sierra Leone,8.460555,-11.779889,5/23/2020,621,39,241,341,Africa
,Malawi,-13.2543,34.3015,5/23/2020,82,3,28,51,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/23/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/23/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/23/2020,655,8,6,641,Africa
,Western Sahara,24.2155,-12.8858,5/23/2020,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,5/23/2020,251,8,4,239,Africa
,Yemen,15.552727,48.516388,5/23/2020,212,39,11,162,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/23/2020,78,1,18,59,Africa
,Tajikistan,38.861,71.2761,5/23/2020,2738,44,1223,1471,Europe
,Lesotho,-29.61,28.2336,5/23/2020,2,0,0,2,Africa
,Afghanistan,33.93911,67.709953,5/24/2020,10582,218,1075,9289,Eastern Mediterranean
,Albania,41.1533,20.1683,5/24/2020,998,32,789,177,Europe
,Algeria,28.0339,1.6596,5/24/2020,8306,600,4784,2922,Africa
,Andorra,42.5063,1.5218,5/24/2020,762,51,653,58,Europe
,Angola,-11.2027,17.8739,5/24/2020,69,4,18,47,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/24/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/24/2020,12076,452,3732,7892,Americas
,Armenia,40.0691,45.0382,5/24/2020,6661,81,3064,3516,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/24/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/24/2020,3090,48,2656,386,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/24/2020,29,0,29,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/24/2020,1056,6,1038,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/24/2020,439,4,435,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/24/2020,228,13,200,15,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/24/2020,1605,19,1520,66,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/24/2020,560,9,549,2,Western Pacific
,Austria,47.5162,14.5501,5/24/2020,16503,640,15063,800,Europe
,Azerbaijan,40.1431,47.5769,5/24/2020,4122,49,2607,1466,Europe
,Bahamas,25.025885,-78.035889,5/24/2020,100,11,45,44,Americas
,Bahrain,26.0275,50.55,5/24/2020,9138,14,4587,4537,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/24/2020,33610,480,6901,26229,South-East Asia
,Barbados,13.1939,-59.5432,5/24/2020,92,7,70,15,Americas
,Belarus,53.7098,27.9534,5/24/2020,36198,199,14155,21844,Europe
,Belgium,50.8333,4.469936,5/24/2020,57092,9280,15272,32540,Europe
,Benin,9.3077,2.3158,5/24/2020,191,3,82,106,Africa
,Bhutan,27.5142,90.4336,5/24/2020,24,0,6,18,South-East Asia
,Bolivia,-16.2902,-63.5887,5/24/2020,6263,250,629,5384,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/24/2020,2401,144,1680,577,Europe
,Brazil,-14.235,-51.9253,5/24/2020,363211,22666,149911,190634,Americas
,Brunei,4.5353,114.7277,5/24/2020,141,1,137,3,Western Pacific
,Bulgaria,42.7339,25.4858,5/24/2020,2427,130,840,1457,Europe
,Burkina Faso,12.2383,-1.5616,5/24/2020,814,52,672,90,Africa
,Cabo Verde,16.5388,-23.0418,5/24/2020,380,3,155,222,Africa
,Cambodia,11.55,104.9167,5/24/2020,124,0,122,2,Western Pacific
,Cameroon,3.848,11.5021,5/24/2020,4890,165,1865,2860,Africa
Alberta,Canada,53.9333,-116.5765,5/24/2020,6860,135,0,6725,Americas
British Columbia,Canada,53.7267,-127.6476,5/24/2020,2517,157,0,2360,Americas
Manitoba,Canada,53.7609,-98.8139,5/24/2020,292,7,0,285,Americas
New Brunswick,Canada,46.5653,-66.4619,5/24/2020,121,0,0,121,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/24/2020,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,5/24/2020,1050,58,0,992,Americas
Ontario,Canada,51.2538,-85.3232,5/24/2020,26897,2181,0,24716,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/24/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/24/2020,47420,3985,0,43435,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/24/2020,632,7,0,625,Americas
,Central African Republic,6.6111,20.9394,5/24/2020,604,1,22,581,Africa
,Chad,15.4542,18.7322,5/24/2020,675,60,215,400,Africa
,Chile,-35.6751,-71.543,5/24/2020,83996,718,28148,55130,Americas
Anhui,China,31.8257,117.2264,5/24/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/24/2020,593,9,581,3,Western Pacific
Chongqing,China,30.0572,107.874,5/24/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/24/2020,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,5/24/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/24/2020,1592,8,1581,3,Western Pacific
Guangxi,China,23.8298,108.7881,5/24/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/24/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/24/2020,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,5/24/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/24/2020,945,13,932,0,Western Pacific
Henan,China,37.8957,114.9042,5/24/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/24/2020,1065,4,1030,31,Western Pacific
Hubei,China,30.9756,112.2707,5/24/2020,68135,4512,63617,6,Western Pacific
Hunan,China,27.6104,111.7088,5/24/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/24/2020,227,1,201,25,Western Pacific
Jiangsu,China,32.9711,119.455,5/24/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/24/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/24/2020,155,2,128,25,Western Pacific
Liaoning,China,41.2956,122.6085,5/24/2020,149,2,145,2,Western Pacific
Macau,China,22.1667,113.55,5/24/2020,45,0,45,0,Western Pacific
Ningxia,China,37.2692,106.1655,5/24/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,5/24/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,5/24/2020,308,3,305,0,Western Pacific
Shandong,China,36.3427,118.1498,5/24/2020,788,7,780,1,Western Pacific
Shanghai,China,31.202,121.4491,5/24/2020,668,7,648,13,Western Pacific
Shanxi,China,37.5777,112.2922,5/24/2020,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,5/24/2020,564,3,558,3,Western Pacific
Tianjin,China,39.3054,117.323,5/24/2020,192,3,188,1,Western Pacific
Tibet,China,31.6927,88.0924,5/24/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,5/24/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,5/24/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,5/24/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,5/24/2020,21175,727,5016,15432,Americas
,Congo (Brazzaville),-0.228,15.8277,5/24/2020,487,16,147,324,Africa
,Congo (Kinshasa),-4.0383,21.7587,5/24/2020,2141,63,317,1761,Africa
,Costa Rica,9.7489,-83.7534,5/24/2020,930,10,620,300,Americas
,Cote d'Ivoire,7.54,-5.5471,5/24/2020,2376,30,1219,1127,Africa
,Croatia,45.1,15.2,5/24/2020,2244,99,2027,118,Europe
,Cuba,21.521757,-77.781167,5/24/2020,1941,82,1689,170,Americas
,Cyprus,35.1264,33.4299,5/24/2020,935,17,594,324,Europe
,Czechia,49.8175,15.473,5/24/2020,8955,315,6078,2562,Europe
Faroe Islands,Denmark,61.8926,-6.9118,5/24/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,5/24/2020,12,0,11,1,Europe
,Denmark,56.2639,9.5018,5/24/2020,11360,562,9900,898,Europe
,Djibouti,11.8251,42.5903,5/24/2020,2270,10,1064,1196,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,5/24/2020,14801,458,8133,6210,Americas
,Ecuador,-1.8312,-78.1834,5/24/2020,36756,3108,3560,30088,Americas
,Egypt,26.820553,30.802498,5/24/2020,17265,764,4807,11694,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,5/24/2020,1915,35,633,1247,Americas
,Equatorial Guinea,1.6508,10.2679,5/24/2020,960,11,165,784,Africa
,Eritrea,15.1794,39.7823,5/24/2020,39,0,39,0,Africa
,Estonia,58.5953,25.0136,5/24/2020,1823,64,1532,227,Europe
,Eswatini,-26.5225,31.4659,5/24/2020,250,2,156,92,Africa
,Ethiopia,9.145,40.4897,5/24/2020,582,5,152,425,Africa
,Fiji,-17.7134,178.065,5/24/2020,18,0,15,3,Western Pacific
,Finland,61.92411,25.748151,5/24/2020,6579,307,4800,1472,Europe
French Guiana,France,3.9339,-53.1258,5/24/2020,328,1,145,182,Europe
French Polynesia,France,-17.6797,149.4068,5/24/2020,60,0,60,0,Europe
Guadeloupe,France,16.265,-61.551,5/24/2020,161,14,115,32,Europe
Mayotte,France,-12.8275,45.166244,5/24/2020,1587,20,894,673,Europe
New Caledonia,France,-20.904305,165.618042,5/24/2020,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,5/24/2020,452,1,411,40,Europe
Saint Barthelemy,France,17.9,-62.8333,5/24/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,5/24/2020,40,3,33,4,Europe
Martinique,France,14.6415,-61.0242,5/24/2020,197,14,91,92,Europe
,France,46.2276,2.2137,5/24/2020,179859,28317,62961,88581,Europe
,Gabon,-0.8037,11.6094,5/24/2020,1934,12,459,1463,Africa
,Gambia,13.4432,-15.3101,5/24/2020,25,1,13,11,Africa
,Georgia,42.3154,43.3569,5/24/2020,730,12,522,196,Europe
,Germany,51.165691,10.451526,5/24/2020,180328,8283,160281,11764,Europe
,Ghana,7.9465,-1.0232,5/24/2020,6683,32,1998,4653,Africa
,Greece,39.0742,21.8243,5/24/2020,2878,171,1374,1333,Europe
,Guatemala,15.7835,-90.2308,5/24/2020,3424,58,258,3108,Americas
,Guinea,9.9456,-9.6966,5/24/2020,3275,20,1673,1582,Africa
,Guyana,4.860416,-58.93018,5/24/2020,135,10,62,63,Americas
,Haiti,18.9712,-72.2852,5/24/2020,865,26,22,817,Americas
,Holy See,41.9029,12.4534,5/24/2020,12,0,2,10,Europe
,Honduras,15.2,-86.2419,5/24/2020,3950,180,468,3302,Americas
,Hungary,47.1625,19.5033,5/24/2020,3741,486,1690,1565,Europe
,Iceland,64.9631,-19.0208,5/24/2020,1804,10,1791,3,Europe
,India,20.593684,78.96288,5/24/2020,138536,4024,57692,76820,South-East Asia
,Indonesia,-0.7893,113.9213,5/24/2020,22271,1372,5402,15497,South-East Asia
,Iran,32.427908,53.688046,5/24/2020,135701,7417,105801,22483,Eastern Mediterranean
,Iraq,33.223191,43.679291,5/24/2020,4469,160,2738,1571,Eastern Mediterranean
,Ireland,53.1424,-7.6921,5/24/2020,24639,1608,21060,1971,Europe
,Israel,31.046051,34.851612,5/24/2020,16717,279,14153,2285,Europe
,Italy,41.87194,12.56738,5/24/2020,229858,32785,140479,56594,Europe
,Jamaica,18.1096,-77.2975,5/24/2020,552,9,211,332,Americas
,Japan,36.204824,138.252924,5/24/2020,16451,852,13413,2186,Western Pacific
,Jordan,31.24,36.51,5/24/2020,708,9,471,228,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,5/24/2020,8531,35,4352,4144,Europe
,Kenya,-0.0236,37.9062,5/24/2020,1214,51,383,780,Africa
,South Korea,35.907757,127.766922,5/24/2020,11206,267,10226,713,Western Pacific
,Kuwait,29.31166,47.481766,5/24/2020,21302,156,6117,15029,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,5/24/2020,1403,14,980,409,Europe
,Latvia,56.8796,24.6032,5/24/2020,1047,22,712,313,Europe
,Lebanon,33.8547,35.8623,5/24/2020,1114,26,688,400,Eastern Mediterranean
,Liberia,6.428055,-9.429499,5/24/2020,265,26,139,100,Africa
,Liechtenstein,47.14,9.55,5/24/2020,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,5/24/2020,1623,63,1138,422,Europe
,Luxembourg,49.8153,6.1296,5/24/2020,3992,110,3767,115,Europe
,Madagascar,-18.766947,46.869107,5/24/2020,527,2,142,383,Africa
,Malaysia,4.210484,101.975766,5/24/2020,7245,115,5945,1185,Western Pacific
,Maldives,3.2028,73.2207,5/24/2020,1371,4,144,1223,South-East Asia
,Malta,35.9375,14.3754,5/24/2020,610,6,476,128,Europe
,Mauritania,21.0079,-10.9408,5/24/2020,237,6,15,216,Africa
,Mauritius,-20.348404,57.552152,5/24/2020,334,10,322,2,Africa
,Mexico,23.6345,-102.5528,5/24/2020,68620,7394,46979,14247,Americas
,Moldova,47.4116,28.3699,5/24/2020,7093,250,3713,3130,Europe
,Monaco,43.7333,7.4167,5/24/2020,98,4,90,4,Europe
,Mongolia,46.8625,103.8467,5/24/2020,141,0,32,109,Western Pacific
,Montenegro,42.708678,19.37439,5/24/2020,324,9,315,0,Europe
,Morocco,31.7917,-7.0926,5/24/2020,7433,199,4703,2531,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/24/2020,21,0,14,7,Africa
,Nepal,28.1667,84.25,5/24/2020,603,3,87,513,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/24/2020,101,3,95,3,Europe
Curacao,Netherlands,12.1696,-68.99,5/24/2020,17,1,14,2,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/24/2020,77,15,59,3,Europe
,Netherlands,52.1326,5.2913,5/24/2020,45236,5822,0,39414,Europe
,New Zealand,-40.9006,174.886,5/24/2020,1504,21,1456,27,Western Pacific
,Nicaragua,12.865416,-85.207229,5/24/2020,279,17,199,63,Americas
,Niger,17.607789,8.081666,5/24/2020,945,61,783,101,Africa
,Nigeria,9.082,8.6753,5/24/2020,7839,226,2263,5350,Africa
,North Macedonia,41.6086,21.7453,5/24/2020,1978,113,1422,443,Europe
,Norway,60.472,8.4689,5/24/2020,8352,235,7727,390,Europe
,Oman,21.512583,55.923255,5/24/2020,7770,37,1933,5800,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/24/2020,56349,1167,17482,37700,Eastern Mediterranean
,Panama,8.538,-80.7821,5/24/2020,10926,306,6279,4341,Americas
,Papua New Guinea,-6.314993,143.95555,5/24/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/24/2020,862,11,307,544,Americas
,Peru,-9.19,-75.0152,5/24/2020,119959,3456,49795,66708,Americas
,Philippines,12.879721,121.774017,5/24/2020,14035,868,3249,9918,Western Pacific
,Poland,51.9194,19.1451,5/24/2020,21326,996,9194,11136,Europe
,Portugal,39.3999,-8.2245,5/24/2020,30623,1316,17549,11758,Europe
,Qatar,25.3548,51.1839,5/24/2020,43714,23,9170,34521,Eastern Mediterranean
,Romania,45.9432,24.9668,5/24/2020,18070,1185,11399,5486,Europe
,Russia,61.52401,105.318756,5/24/2020,344481,3541,113299,227641,Europe
,Rwanda,-1.9403,29.8739,5/24/2020,327,0,237,90,Africa
,Saint Lucia,13.9094,-60.9789,5/24/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/24/2020,18,0,14,4,Americas
,San Marino,43.9424,12.4578,5/24/2020,665,42,266,357,Europe
,Saudi Arabia,23.885942,45.079162,5/24/2020,72560,390,43520,28650,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/24/2020,3047,35,1456,1556,Africa
,Serbia,44.0165,21.0059,5/24/2020,11159,238,5857,5064,Europe
,Seychelles,-4.6796,55.492,5/24/2020,11,0,11,0,Africa
,Singapore,1.2833,103.8333,5/24/2020,31616,23,14876,16717,Western Pacific
,Slovakia,48.669,19.699,5/24/2020,1509,28,1301,180,Europe
,Slovenia,46.1512,14.9955,5/24/2020,1468,107,1340,21,Europe
,Somalia,5.152149,46.199616,5/24/2020,1594,61,204,1329,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/24/2020,22583,429,11100,11054,Africa
,Spain,40.463667,-3.74922,5/24/2020,235772,28752,150376,56644,Europe
,Sri Lanka,7.873054,80.771797,5/24/2020,1141,9,674,458,South-East Asia
,Sudan,12.8628,30.2176,5/24/2020,3820,165,458,3197,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/24/2020,11,1,9,1,Americas
,Sweden,60.128161,18.643501,5/24/2020,33459,3998,0,29461,Europe
,Switzerland,46.8182,8.2275,5/24/2020,30736,1906,28100,730,Europe
,Taiwan*,23.7,121,5/24/2020,441,7,414,20,Western Pacific
,Tanzania,-6.369028,34.888822,5/24/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/24/2020,3040,56,2921,63,South-East Asia
,Togo,8.6195,0.8248,5/24/2020,381,12,141,228,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/24/2020,116,8,108,0,Americas
,Tunisia,33.886917,9.537499,5/24/2020,1051,48,917,86,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/24/2020,156827,4340,118694,33793,Europe
,Uganda,1.373333,32.290275,5/24/2020,198,0,68,130,Africa
,Ukraine,48.3794,31.1656,5/24/2020,20986,617,7108,13261,Europe
,United Arab Emirates,23.424076,53.847818,5/24/2020,29485,245,15056,14184,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/24/2020,133,9,81,43,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/24/2020,129,1,61,67,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/24/2020,558,45,517,-4,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/24/2020,154,0,147,7,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/24/2020,336,24,303,9,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/24/2020,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,5/24/2020,245680,37175,0,208505,Europe
,Uruguay,-32.5228,-55.7658,5/24/2020,769,22,618,129,Americas
,US,40,-100,5/24/2020,1651289,98754,366736,1185799,Americas
,Uzbekistan,41.377491,64.585262,5/24/2020,3164,13,2565,586,Europe
,Venezuela,6.4238,-66.5897,5/24/2020,1121,10,262,849,Americas
,Vietnam,14.058324,108.277199,5/24/2020,325,0,267,58,Western Pacific
,Zambia,-13.133897,27.849332,5/24/2020,920,7,336,577,Africa
,Zimbabwe,-19.015438,29.154857,5/24/2020,56,4,25,27,Africa
,Dominica,15.415,-61.371,5/24/2020,16,0,16,0,Americas
,Grenada,12.1165,-61.679,5/24/2020,22,0,17,5,Americas
,Mozambique,-18.665695,35.529562,5/24/2020,194,0,0,194,Africa
,Syria,34.802075,38.996815,5/24/2020,86,4,0,82,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/24/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/24/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/24/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/24/2020,75,3,39,33,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/24/2020,423,3,357,63,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/24/2020,1114,6,42,1066,Africa
,Mali,17.570692,-3.996166,5/24/2020,1030,65,597,368,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/24/2020,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/24/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/24/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/24/2020,1032,29,785,218,Europe
,Burma,21.9162,95.956,5/24/2020,201,6,122,73,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/24/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/24/2020,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/24/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/24/2020,35,1,19,15,Africa
,Burundi,-3.3731,29.9189,5/24/2020,42,1,20,21,Africa
,Sierra Leone,8.460555,-11.779889,5/24/2020,707,40,241,426,Africa
,Malawi,-13.2543,34.3015,5/24/2020,83,4,33,46,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/24/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/24/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/24/2020,655,8,6,641,Africa
,Western Sahara,24.2155,-12.8858,5/24/2020,9,0,6,3,Africa
,Sao Tome and Principe,0.1864,6.6131,5/24/2020,251,8,4,239,Africa
,Yemen,15.552727,48.516388,5/24/2020,222,42,10,170,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/24/2020,87,1,21,65,Africa
,Tajikistan,38.861,71.2761,5/24/2020,2929,46,1301,1582,Europe
,Lesotho,-29.61,28.2336,5/24/2020,2,0,0,2,Africa
,Afghanistan,33.93911,67.709953,5/25/2020,11173,219,1097,9857,Eastern Mediterranean
,Albania,41.1533,20.1683,5/25/2020,1004,32,795,177,Europe
,Algeria,28.0339,1.6596,5/25/2020,8503,609,4747,3147,Africa
,Andorra,42.5063,1.5218,5/25/2020,763,51,663,49,Europe
,Angola,-11.2027,17.8739,5/25/2020,70,4,18,48,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/25/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/25/2020,12628,467,3999,8162,Americas
,Armenia,40.0691,45.0382,5/25/2020,7113,87,3145,3881,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/25/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/25/2020,3092,48,2661,383,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/25/2020,29,0,29,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/25/2020,1057,6,1039,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/25/2020,439,4,435,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/25/2020,228,13,202,13,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/25/2020,1610,19,1533,58,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/25/2020,564,9,549,6,Western Pacific
,Austria,47.5162,14.5501,5/25/2020,16539,641,15138,760,Europe
,Azerbaijan,40.1431,47.5769,5/25/2020,4271,51,2741,1479,Europe
,Bahamas,25.025885,-78.035889,5/25/2020,100,11,46,43,Americas
,Bahrain,26.0275,50.55,5/25/2020,9171,14,4753,4404,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/25/2020,35585,501,7334,27750,South-East Asia
,Barbados,13.1939,-59.5432,5/25/2020,92,7,71,14,Americas
,Belarus,53.7098,27.9534,5/25/2020,37144,204,14449,22491,Europe
,Belgium,50.8333,4.469936,5/25/2020,57342,9312,15297,32733,Europe
,Benin,9.3077,2.3158,5/25/2020,191,3,84,104,Africa
,Bhutan,27.5142,90.4336,5/25/2020,27,0,6,21,South-East Asia
,Bolivia,-16.2902,-63.5887,5/25/2020,6660,261,647,5752,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/25/2020,2406,146,1696,564,Europe
,Brazil,-14.235,-51.9253,5/25/2020,374898,23473,153833,197592,Americas
,Brunei,4.5353,114.7277,5/25/2020,141,1,137,3,Western Pacific
,Bulgaria,42.7339,25.4858,5/25/2020,2433,130,862,1441,Europe
,Burkina Faso,12.2383,-1.5616,5/25/2020,832,52,672,108,Africa
,Cabo Verde,16.5388,-23.0418,5/25/2020,390,3,155,232,Africa
,Cambodia,11.55,104.9167,5/25/2020,124,0,122,2,Western Pacific
,Cameroon,3.848,11.5021,5/25/2020,4890,165,1865,2860,Africa
Alberta,Canada,53.9333,-116.5765,5/25/2020,6879,138,0,6741,Americas
British Columbia,Canada,53.7267,-127.6476,5/25/2020,2530,161,0,2369,Americas
Manitoba,Canada,53.7609,-98.8139,5/25/2020,292,7,0,285,Americas
New Brunswick,Canada,46.5653,-66.4619,5/25/2020,121,0,0,121,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/25/2020,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,5/25/2020,1051,58,0,993,Americas
Ontario,Canada,51.2538,-85.3232,5/25/2020,27302,2210,0,25092,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/25/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/25/2020,47993,4070,0,43923,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/25/2020,634,7,0,627,Americas
,Central African Republic,6.6111,20.9394,5/25/2020,652,1,22,629,Africa
,Chad,15.4542,18.7322,5/25/2020,687,61,244,382,Africa
,Chile,-35.6751,-71.543,5/25/2020,88891,761,29302,58828,Americas
Anhui,China,31.8257,117.2264,5/25/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/25/2020,593,9,581,3,Western Pacific
Chongqing,China,30.0572,107.874,5/25/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/25/2020,357,1,355,1,Western Pacific
Gansu,China,35.7518,104.2861,5/25/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/25/2020,1592,8,1581,3,Western Pacific
Guangxi,China,23.8298,108.7881,5/25/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/25/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/25/2020,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,5/25/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/25/2020,945,13,932,0,Western Pacific
Henan,China,37.8957,114.9042,5/25/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/25/2020,1065,4,1030,31,Western Pacific
Hubei,China,30.9756,112.2707,5/25/2020,68135,4512,63617,6,Western Pacific
Hunan,China,27.6104,111.7088,5/25/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/25/2020,232,1,204,27,Western Pacific
Jiangsu,China,32.9711,119.455,5/25/2020,653,0,653,0,Western Pacific
